Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount_IDR,Age,Gender,Location,Mobile_Banking_Status,Has_Credit_Card,Has_Mutual_Fund
TXN-000216,BNK-0452,2025-05-03,QRIS Payment,498000.0,20,Female,Bandung,Active,0,0
TXN-000912,BNK-0029,2025-05-03,Bill Payment,1359000.0,42,Female,Bandung,Active,1,0
TXN-001789,BNK-0138,2025-05-03,Transfer Out,2240000.0,31,Female,Jabodetabek,Non-User,1,0
TXN-001535,BNK-0013,2025-05-03,QRIS Payment,428000.0,53,Male,Jabodetabek,Active,0,0
TXN-004526,BNK-0012,2025-05-03,QRIS Payment,420000.0,41,Female,Jabodetabek,Active,0,0
TXN-001874,BNK-0090,2025-05-04,Transfer Out,3628000.0,58,Female,Surabaya,Inactive,1,0
TXN-004375,BNK-0246,2025-05-04,Transfer Out,1236000.0,24,Male,Bandung,Inactive,0,0
TXN-001371,BNK-0397,2025-05-04,Transfer Out,1149000.0,51,Female,Jabodetabek,Active,0,0
TXN-003312,BNK-0189,2025-05-04,QRIS Payment,97000.0,26,Female,Medan,Non-User,0,0
TXN-003380,BNK-0325,2025-05-04,Transfer Out,808000.0,50,Female,Surabaya,Non-User,0,1
TXN-001797,BNK-0005,2025-05-05,QRIS Payment,312000.0,25,Female,Jabodetabek,Inactive,1,1
TXN-003372,BNK-0195,2025-05-05,Transfer Out,3327000.0,32,Male,Bandung,Inactive,0,0
TXN-004510,BNK-0068,2025-05-05,Transfer Out,2644000.0,35,Male,Jabodetabek,Non-User,1,0
TXN-000722,BNK-0047,2025-05-05,QRIS Payment,481000.0,26,Female,Jabodetabek,Active,0,0
TXN-002690,BNK-0075,2025-05-05,QRIS Payment,143000.0,48,Male,Jabodetabek,Active,1,0
TXN-002198,BNK-0270,2025-05-05,QRIS Payment,387000.0,49,Female,Jabodetabek,Active,1,0
TXN-003059,BNK-0066,2025-05-05,QRIS Payment,139000.0,21,Female,Jabodetabek,Non-User,0,0
TXN-000834,BNK-0136,2025-05-05,ATM Withdrawal,968000.0,22,Male,Jabodetabek,Active,1,0
TXN-003186,BNK-0301,2025-05-05,QRIS Payment,301000.0,21,Female,Jabodetabek,Non-User,0,0
TXN-005396,BNK-0031,2025-05-05,Transfer Out,109000.0,59,Male,Medan,Active,0,0
TXN-001165,BNK-0339,2025-05-06,QRIS Payment,337000.0,23,Female,Bandung,Non-User,0,0
TXN-003647,BNK-0449,2025-05-06,QRIS Payment,401000.0,22,Female,Jabodetabek,Inactive,0,0
TXN-004006,BNK-0212,2025-05-06,ATM Withdrawal,1804000.0,50,Female,Jabodetabek,Non-User,0,0
TXN-001530,BNK-0246,2025-05-06,QRIS Payment,498000.0,24,Male,Bandung,Inactive,0,0
TXN-000645,BNK-0177,2025-05-07,QRIS Payment,436000.0,42,Male,Jabodetabek,Active,1,0
TXN-002144,BNK-0262,2025-05-07,Bill Payment,358000.0,24,Female,Bandung,Non-User,0,0
TXN-000365,BNK-0387,2025-05-07,QRIS Payment,199000.0,37,Female,Makassar,Inactive,0,0
TXN-002098,BNK-0368,2025-05-07,Bill Payment,1087000.0,59,Male,Jabodetabek,Inactive,1,0
TXN-002065,BNK-0247,2025-05-07,Transfer Out,1828000.0,58,Female,Surabaya,Active,1,0
TXN-005140,BNK-0376,2025-05-07,QRIS Payment,341000.0,56,Female,Jabodetabek,Active,1,0
TXN-000741,BNK-0424,2025-05-08,QRIS Payment,338000.0,33,Female,Jabodetabek,Non-User,1,0
TXN-001016,BNK-0070,2025-05-08,Transfer Out,1256000.0,61,Female,Medan,Active,0,0
TXN-002827,BNK-0257,2025-05-08,QRIS Payment,417000.0,40,Female,Jabodetabek,Active,1,0
TXN-000972,BNK-0384,2025-05-08,QRIS Payment,41000.0,24,Female,Surabaya,Active,0,0
TXN-002829,BNK-0442,2025-05-08,QRIS Payment,74000.0,49,Female,Jabodetabek,Active,1,0
TXN-002183,BNK-0469,2025-05-08,Bill Payment,380000.0,43,Male,Surabaya,Non-User,1,0
TXN-000561,BNK-0123,2025-05-08,Transfer Out,2170000.0,52,Female,Bandung,Active,1,0
TXN-003499,BNK-0373,2025-05-08,QRIS Payment,251000.0,50,Male,Surabaya,Active,0,0
TXN-002439,BNK-0357,2025-05-08,Bill Payment,1148000.0,48,Male,Surabaya,Non-User,0,0
TXN-000619,BNK-0129,2025-05-08,QRIS Payment,354000.0,18,Male,Bandung,Active,0,0
TXN-002528,BNK-0212,2025-05-08,QRIS Payment,114000.0,50,Female,Jabodetabek,Non-User,0,0
TXN-005262,BNK-0351,2025-05-08,Transfer Out,1625000.0,40,Male,Jabodetabek,Inactive,1,0
TXN-005486,BNK-0209,2025-05-08,QRIS Payment,324000.0,40,Female,Jabodetabek,Active,0,0
TXN-004216,BNK-0035,2025-05-08,QRIS Payment,126000.0,64,Female,Jabodetabek,Active,0,0
TXN-001562,BNK-0180,2025-05-09,Transfer Out,3079000.0,18,Female,Bandung,Active,0,0
TXN-005153,BNK-0200,2025-05-09,ATM Withdrawal,1375000.0,29,Male,Makassar,Active,0,0
TXN-003594,BNK-0245,2025-05-09,QRIS Payment,353000.0,49,Male,Jabodetabek,Active,0,1
TXN-000592,BNK-0311,2025-05-09,ATM Withdrawal,445000.0,29,Male,Surabaya,Non-User,1,0
TXN-000059,BNK-0024,2025-05-10,ATM Withdrawal,410000.0,38,Female,Jabodetabek,Active,0,0
TXN-000457,BNK-0176,2025-05-10,QRIS Payment,385000.0,45,Male,Bandung,Inactive,1,1
TXN-002901,BNK-0134,2025-05-10,Transfer Out,3997000.0,20,Male,Jabodetabek,Inactive,0,0
TXN-005356,BNK-0421,2025-05-10,Transfer Out,120000.0,64,Male,Surabaya,Active,0,0
TXN-000207,BNK-0065,2025-05-10,QRIS Payment,207000.0,59,Male,Jabodetabek,Active,0,1
TXN-002940,BNK-0339,2025-05-10,Bill Payment,576000.0,23,Female,Bandung,Non-User,0,0
TXN-004134,BNK-0066,2025-05-10,Bill Payment,1049000.0,21,Female,Jabodetabek,Non-User,0,0
TXN-000922,BNK-0401,2025-05-10,Bill Payment,1262000.0,39,Male,Jabodetabek,Active,0,0
TXN-000934,BNK-0470,2025-05-10,Bill Payment,220000.0,38,Male,Bandung,Inactive,1,0
TXN-003944,BNK-0442,2025-05-10,Bill Payment,1083000.0,49,Female,Jabodetabek,Active,1,0
TXN-000809,BNK-0435,2025-05-10,QRIS Payment,280000.0,40,Female,Jabodetabek,Inactive,1,1
TXN-001829,BNK-0445,2025-05-11,QRIS Payment,461000.0,62,Female,Bandung,Inactive,1,0
TXN-005760,BNK-0163,2025-05-11,QRIS Payment,396000.0,39,Female,Makassar,Active,0,0
TXN-002593,BNK-0275,2025-05-11,Transfer Out,799000.0,33,Female,Medan,Active,1,0
TXN-001110,BNK-0171,2025-05-11,QRIS Payment,182000.0,61,Female,Jabodetabek,Inactive,0,0
TXN-002767,BNK-0401,2025-05-11,ATM Withdrawal,277000.0,39,Male,Jabodetabek,Active,0,0
TXN-003590,BNK-0093,2025-05-11,Bill Payment,1456000.0,62,Male,Jabodetabek,Active,0,0
TXN-001279,BNK-0071,2025-05-11,Bill Payment,1189000.0,51,Female,Makassar,Active,0,0
TXN-004515,BNK-0362,2025-05-11,QRIS Payment,324000.0,49,Female,Makassar,Active,1,0
TXN-005660,BNK-0032,2025-05-12,Transfer Out,2984000.0,45,Female,Jabodetabek,Active,1,1
TXN-004355,BNK-0232,2025-05-12,ATM Withdrawal,991000.0,50,Male,Jabodetabek,Active,0,0
TXN-003511,BNK-0389,2025-05-12,ATM Withdrawal,949000.0,25,Male,Bandung,Active,1,0
TXN-004291,BNK-0306,2025-05-12,Transfer Out,3241000.0,25,Male,Jabodetabek,Non-User,1,0
TXN-003709,BNK-0068,2025-05-12,Transfer Out,2676000.0,35,Male,Jabodetabek,Non-User,1,0
TXN-000997,BNK-0463,2025-05-12,Transfer Out,1884000.0,47,Female,Makassar,Inactive,0,0
TXN-005860,BNK-0434,2025-05-12,QRIS Payment,127000.0,43,Female,Jabodetabek,Active,1,0
TXN-000924,BNK-0215,2025-05-12,QRIS Payment,453000.0,19,Male,Jabodetabek,Active,1,0
TXN-001634,BNK-0006,2025-05-12,QRIS Payment,432000.0,38,Female,Jabodetabek,Non-User,1,0
TXN-005545,BNK-0315,2025-05-12,QRIS Payment,31000.0,47,Male,Bandung,Active,1,0
TXN-002331,BNK-0225,2025-05-12,Bill Payment,41000.0,41,Male,Surabaya,Inactive,1,1
TXN-003707,BNK-0470,2025-05-12,Transfer Out,1131000.0,38,Male,Bandung,Inactive,1,0
TXN-003211,BNK-0322,2025-05-12,QRIS Payment,305000.0,51,Female,Makassar,Inactive,0,0
TXN-002856,BNK-0423,2025-05-12,ATM Withdrawal,632000.0,57,Male,Jabodetabek,Inactive,1,0
TXN-002839,BNK-0086,2025-05-12,Bill Payment,1356000.0,41,Female,Medan,Inactive,1,0
TXN-000905,BNK-0500,2025-05-13,QRIS Payment,144000.0,50,Male,Jabodetabek,Inactive,0,0
TXN-002127,BNK-0382,2025-05-13,ATM Withdrawal,133000.0,41,Female,Medan,Active,0,1
TXN-003660,BNK-0161,2025-05-13,ATM Withdrawal,1753000.0,49,Female,Makassar,Active,0,0
TXN-000535,BNK-0238,2025-05-13,Transfer Out,3512000.0,37,Male,Jabodetabek,Non-User,0,1
TXN-003164,BNK-0088,2025-05-13,Transfer Out,2601000.0,42,Male,Surabaya,Inactive,0,0
TXN-002311,BNK-0144,2025-05-13,Transfer Out,4606000.0,43,Male,Surabaya,Active,0,1
TXN-003819,BNK-0181,2025-05-13,QRIS Payment,428000.0,44,Male,Jabodetabek,Active,0,0
TXN-001102,BNK-0138,2025-05-13,Transfer Out,655000.0,31,Female,Jabodetabek,Non-User,1,0
TXN-003016,BNK-0043,2025-05-13,QRIS Payment,56000.0,35,Male,Jabodetabek,Inactive,0,0
TXN-000760,BNK-0320,2025-05-13,QRIS Payment,187000.0,44,Male,Jabodetabek,Non-User,1,0
TXN-003351,BNK-0474,2025-05-13,Bill Payment,531000.0,47,Male,Surabaya,Inactive,0,0
TXN-001121,BNK-0139,2025-05-13,Transfer Out,4234000.0,56,Female,Jabodetabek,Active,1,0
TXN-005596,BNK-0292,2025-05-13,Bill Payment,85000.0,35,Female,Surabaya,Active,0,1
TXN-005930,BNK-0462,2025-05-13,Transfer Out,484000.0,64,Male,Jabodetabek,Inactive,0,0
TXN-002232,BNK-0146,2025-05-13,QRIS Payment,183000.0,30,Female,Medan,Active,0,0
TXN-003846,BNK-0438,2025-05-14,QRIS Payment,131000.0,18,Female,Bandung,Active,0,0
TXN-000717,BNK-0028,2025-05-14,ATM Withdrawal,176000.0,61,Female,Jabodetabek,Active,0,0
TXN-003128,BNK-0046,2025-05-14,ATM Withdrawal,1023000.0,31,Male,Jabodetabek,Inactive,0,0
TXN-002536,BNK-0278,2025-05-14,Bill Payment,1032000.0,41,Male,Surabaya,Non-User,0,0
TXN-003426,BNK-0155,2025-05-14,ATM Withdrawal,1623000.0,62,Male,Jabodetabek,Inactive,0,1
TXN-003467,BNK-0112,2025-05-14,Transfer Out,4606000.0,58,Female,Jabodetabek,Active,0,0
TXN-001537,BNK-0498,2025-05-14,Transfer Out,4498000.0,29,Male,Surabaya,Inactive,1,0
TXN-000157,BNK-0123,2025-05-14,QRIS Payment,176000.0,52,Female,Bandung,Active,1,0
TXN-004636,BNK-0215,2025-05-14,ATM Withdrawal,1653000.0,19,Male,Jabodetabek,Active,1,0
TXN-004040,BNK-0092,2025-05-14,QRIS Payment,329000.0,32,Female,Medan,Active,0,0
TXN-004471,BNK-0143,2025-05-15,QRIS Payment,491000.0,32,Female,Bandung,Active,1,0
TXN-002880,BNK-0422,2025-05-15,Transfer Out,1972000.0,52,Male,Jabodetabek,Inactive,1,0
TXN-001242,BNK-0215,2025-05-15,ATM Withdrawal,1064000.0,19,Male,Jabodetabek,Active,1,0
TXN-002621,BNK-0077,2025-05-15,Bill Payment,1433000.0,25,Female,Jabodetabek,Active,0,0
TXN-005189,BNK-0369,2025-05-15,QRIS Payment,328000.0,19,Male,Medan,Active,0,0
TXN-002024,BNK-0093,2025-05-15,QRIS Payment,357000.0,62,Male,Jabodetabek,Active,0,0
TXN-005157,BNK-0327,2025-05-15,Transfer Out,2355000.0,64,Female,Jabodetabek,Inactive,0,0
TXN-002568,BNK-0129,2025-05-15,ATM Withdrawal,1392000.0,18,Male,Bandung,Active,0,0
TXN-000392,BNK-0084,2025-05-16,ATM Withdrawal,1269000.0,35,Female,Jabodetabek,Active,0,0
TXN-002230,BNK-0224,2025-05-16,Transfer Out,2070000.0,55,Male,Jabodetabek,Active,0,0
TXN-004432,BNK-0250,2025-05-16,Bill Payment,1030000.0,56,Female,Jabodetabek,Inactive,1,1
TXN-004746,BNK-0085,2025-05-16,QRIS Payment,270000.0,64,Female,Jabodetabek,Inactive,0,0
TXN-001741,BNK-0066,2025-05-16,Bill Payment,248000.0,21,Female,Jabodetabek,Non-User,0,0
TXN-001022,BNK-0005,2025-05-16,QRIS Payment,116000.0,25,Female,Jabodetabek,Inactive,1,1
TXN-003410,BNK-0144,2025-05-16,QRIS Payment,419000.0,43,Male,Surabaya,Active,0,1
TXN-000493,BNK-0245,2025-05-16,QRIS Payment,224000.0,49,Male,Jabodetabek,Active,0,1
TXN-004886,BNK-0152,2025-05-16,QRIS Payment,417000.0,54,Female,Jabodetabek,Active,1,0
TXN-002473,BNK-0187,2025-05-17,QRIS Payment,358000.0,25,Female,Medan,Active,0,0
TXN-003188,BNK-0177,2025-05-17,Transfer Out,4359000.0,42,Male,Jabodetabek,Active,1,0
TXN-000188,BNK-0169,2025-05-17,Transfer Out,1281000.0,45,Female,Jabodetabek,Active,1,0
TXN-005657,BNK-0389,2025-05-17,Bill Payment,196000.0,25,Male,Bandung,Active,1,0
TXN-000375,BNK-0166,2025-05-17,Bill Payment,562000.0,59,Male,Medan,Active,0,0
TXN-003588,BNK-0056,2025-05-17,Transfer Out,1404000.0,64,Male,Makassar,Active,0,1
TXN-001887,BNK-0072,2025-05-17,QRIS Payment,459000.0,27,Male,Jabodetabek,Inactive,0,0
TXN-000892,BNK-0409,2025-05-18,QRIS Payment,218000.0,54,Male,Surabaya,Active,1,1
TXN-001936,BNK-0403,2025-05-18,QRIS Payment,497000.0,39,Male,Jabodetabek,Active,0,1
TXN-003346,BNK-0487,2025-05-18,QRIS Payment,367000.0,62,Female,Makassar,Non-User,0,0
TXN-000752,BNK-0418,2025-05-18,QRIS Payment,485000.0,62,Female,Jabodetabek,Inactive,1,0
TXN-001781,BNK-0227,2025-05-18,QRIS Payment,490000.0,51,Male,Makassar,Active,0,0
TXN-005111,BNK-0439,2025-05-18,ATM Withdrawal,1352000.0,18,Female,Jabodetabek,Non-User,0,0
TXN-000797,BNK-0310,2025-05-18,Transfer Out,2104000.0,50,Female,Makassar,Non-User,1,0
TXN-003274,BNK-0030,2025-05-18,QRIS Payment,137000.0,44,Male,Medan,Active,0,0
TXN-000999,BNK-0388,2025-05-18,QRIS Payment,476000.0,18,Female,Surabaya,Active,1,0
TXN-000591,BNK-0129,2025-05-18,Bill Payment,1280000.0,18,Male,Bandung,Active,0,0
TXN-002317,BNK-0107,2025-05-18,QRIS Payment,273000.0,52,Male,Surabaya,Non-User,0,0
TXN-003643,BNK-0366,2025-05-18,Bill Payment,1120000.0,19,Female,Jabodetabek,Non-User,0,0
TXN-005873,BNK-0279,2025-05-18,QRIS Payment,158000.0,50,Male,Medan,Active,0,0
TXN-004496,BNK-0496,2025-05-19,Transfer Out,1354000.0,37,Male,Jabodetabek,Active,1,1
TXN-001452,BNK-0406,2025-05-19,Transfer Out,1037000.0,23,Female,Jabodetabek,Active,0,0
TXN-001030,BNK-0056,2025-05-19,QRIS Payment,74000.0,64,Male,Makassar,Active,0,1
TXN-000650,BNK-0097,2025-05-19,QRIS Payment,226000.0,26,Male,Jabodetabek,Active,0,0
TXN-002462,BNK-0429,2025-05-19,QRIS Payment,500000.0,34,Male,Jabodetabek,Active,0,0
TXN-002073,BNK-0076,2025-05-19,Transfer Out,4576000.0,32,Female,Medan,Inactive,0,0
TXN-001399,BNK-0332,2025-05-19,Bill Payment,189000.0,52,Male,Surabaya,Active,0,0
TXN-000950,BNK-0443,2025-05-19,ATM Withdrawal,1734000.0,42,Male,Bandung,Active,0,0
TXN-000005,BNK-0139,2025-05-19,QRIS Payment,371000.0,56,Female,Jabodetabek,Active,1,0
TXN-000218,BNK-0369,2025-05-19,Transfer Out,3606000.0,19,Male,Medan,Active,0,0
TXN-003122,BNK-0016,2025-05-20,Transfer Out,550000.0,20,Male,Surabaya,Active,0,0
TXN-005449,BNK-0283,2025-05-20,Transfer Out,1304000.0,53,Male,Jabodetabek,Active,0,1
TXN-000466,BNK-0244,2025-05-20,ATM Withdrawal,363000.0,37,Male,Jabodetabek,Active,0,0
TXN-002471,BNK-0123,2025-05-20,Bill Payment,892000.0,52,Female,Bandung,Active,1,0
TXN-001397,BNK-0201,2025-05-21,Transfer Out,3650000.0,56,Male,Bandung,Inactive,0,1
TXN-000689,BNK-0247,2025-05-21,Bill Payment,366000.0,58,Female,Surabaya,Active,1,0
TXN-005204,BNK-0373,2025-05-21,QRIS Payment,277000.0,50,Male,Surabaya,Active,0,0
TXN-001935,BNK-0419,2025-05-21,QRIS Payment,41000.0,49,Female,Surabaya,Active,1,1
TXN-000239,BNK-0433,2025-05-21,QRIS Payment,301000.0,54,Male,Bandung,Active,1,0
TXN-003286,BNK-0168,2025-05-21,QRIS Payment,138000.0,23,Female,Medan,Active,0,0
TXN-003143,BNK-0064,2025-05-21,ATM Withdrawal,1653000.0,23,Female,Jabodetabek,Non-User,1,0
TXN-000458,BNK-0166,2025-05-21,QRIS Payment,265000.0,59,Male,Medan,Active,0,0
TXN-004163,BNK-0461,2025-05-21,Transfer Out,4477000.0,22,Male,Medan,Inactive,0,0
TXN-004085,BNK-0200,2025-05-21,Transfer Out,3572000.0,29,Male,Makassar,Active,0,0
TXN-002625,BNK-0440,2025-05-21,Transfer Out,2990000.0,64,Male,Makassar,Inactive,0,0
TXN-000736,BNK-0446,2025-05-21,ATM Withdrawal,1306000.0,18,Female,Bandung,Active,0,0
TXN-003974,BNK-0145,2025-05-22,QRIS Payment,435000.0,59,Female,Surabaya,Active,0,0
TXN-004883,BNK-0457,2025-05-22,QRIS Payment,37000.0,39,Male,Jabodetabek,Inactive,0,1
TXN-001058,BNK-0061,2025-05-22,Bill Payment,617000.0,57,Male,Medan,Active,0,0
TXN-001600,BNK-0481,2025-05-22,Transfer Out,885000.0,48,Male,Medan,Active,1,0
TXN-004366,BNK-0018,2025-05-22,QRIS Payment,212000.0,19,Male,Jabodetabek,Active,0,0
TXN-002617,BNK-0115,2025-05-22,QRIS Payment,376000.0,26,Male,Surabaya,Inactive,1,1
TXN-002093,BNK-0281,2025-05-22,Bill Payment,971000.0,28,Male,Surabaya,Active,0,0
TXN-004761,BNK-0171,2025-05-22,ATM Withdrawal,1959000.0,61,Female,Jabodetabek,Inactive,0,0
TXN-004089,BNK-0134,2025-05-22,Transfer Out,3219000.0,20,Male,Jabodetabek,Inactive,0,0
TXN-005429,BNK-0249,2025-05-22,Bill Payment,349000.0,57,Male,Bandung,Non-User,1,0
TXN-005666,BNK-0362,2025-05-22,QRIS Payment,170000.0,49,Female,Makassar,Active,1,0
TXN-005239,BNK-0189,2025-05-22,QRIS Payment,457000.0,26,Female,Medan,Non-User,0,0
TXN-003432,BNK-0408,2025-05-23,QRIS Payment,427000.0,60,Female,Jabodetabek,Active,0,0
TXN-002734,BNK-0047,2025-05-23,QRIS Payment,170000.0,26,Female,Jabodetabek,Active,0,0
TXN-005992,BNK-0029,2025-05-23,QRIS Payment,292000.0,42,Female,Bandung,Active,1,0
TXN-005078,BNK-0310,2025-05-23,ATM Withdrawal,511000.0,50,Female,Makassar,Non-User,1,0
TXN-001847,BNK-0076,2025-05-23,QRIS Payment,239000.0,32,Female,Medan,Inactive,0,0
TXN-001061,BNK-0365,2025-05-23,ATM Withdrawal,1828000.0,40,Male,Jabodetabek,Active,0,1
TXN-005770,BNK-0031,2025-05-23,Bill Payment,938000.0,59,Male,Medan,Active,0,0
TXN-002980,BNK-0278,2025-05-24,ATM Withdrawal,1782000.0,41,Male,Surabaya,Non-User,0,0
TXN-002003,BNK-0230,2025-05-24,Transfer Out,1144000.0,28,Female,Surabaya,Non-User,0,0
TXN-005040,BNK-0074,2025-05-24,Transfer Out,3246000.0,31,Female,Jabodetabek,Active,0,0
TXN-005632,BNK-0059,2025-05-24,QRIS Payment,274000.0,34,Female,Medan,Active,0,0
TXN-003994,BNK-0341,2025-05-24,Transfer Out,790000.0,58,Male,Jabodetabek,Active,0,1
TXN-001759,BNK-0366,2025-05-24,Bill Payment,1164000.0,19,Female,Jabodetabek,Non-User,0,0
TXN-004965,BNK-0158,2025-05-24,QRIS Payment,349000.0,46,Male,Jabodetabek,Non-User,0,0
TXN-000981,BNK-0129,2025-05-24,QRIS Payment,58000.0,18,Male,Bandung,Active,0,0
TXN-003598,BNK-0272,2025-05-24,QRIS Payment,432000.0,58,Female,Jabodetabek,Inactive,0,0
TXN-001602,BNK-0221,2025-05-24,Transfer Out,813000.0,21,Female,Jabodetabek,Active,0,0
TXN-000675,BNK-0457,2025-05-24,ATM Withdrawal,1280000.0,39,Male,Jabodetabek,Inactive,0,1
TXN-001960,BNK-0398,2025-05-24,Transfer Out,3653000.0,19,Female,Surabaya,Active,0,1
TXN-001182,BNK-0434,2025-05-24,Transfer Out,4041000.0,43,Female,Jabodetabek,Active,1,0
TXN-000503,BNK-0299,2025-05-25,Bill Payment,606000.0,53,Male,Medan,Inactive,0,0
TXN-001440,BNK-0422,2025-05-25,QRIS Payment,409000.0,52,Male,Jabodetabek,Inactive,1,0
TXN-004844,BNK-0211,2025-05-25,QRIS Payment,381000.0,49,Male,Jabodetabek,Inactive,1,0
TXN-005695,BNK-0208,2025-05-25,QRIS Payment,323000.0,45,Male,Jabodetabek,Active,0,0
TXN-003231,BNK-0429,2025-05-25,Transfer Out,3254000.0,34,Male,Jabodetabek,Active,0,0
TXN-005392,BNK-0276,2025-05-25,Transfer Out,3543000.0,20,Male,Jabodetabek,Active,0,0
TXN-000963,BNK-0178,2025-05-25,QRIS Payment,413000.0,56,Male,Jabodetabek,Active,1,0
TXN-002244,BNK-0374,2025-05-25,QRIS Payment,93000.0,26,Female,Jabodetabek,Non-User,0,0
TXN-004846,BNK-0118,2025-05-26,Bill Payment,1392000.0,51,Female,Surabaya,Active,0,0
TXN-001749,BNK-0116,2025-05-26,Bill Payment,229000.0,25,Female,Jabodetabek,Inactive,0,0
TXN-000822,BNK-0139,2025-05-26,QRIS Payment,199000.0,56,Female,Jabodetabek,Active,1,0
TXN-004480,BNK-0255,2025-05-26,ATM Withdrawal,1807000.0,45,Male,Jabodetabek,Non-User,0,0
TXN-001333,BNK-0471,2025-05-26,Transfer Out,2216000.0,56,Male,Jabodetabek,Active,0,1
TXN-000111,BNK-0306,2025-05-26,QRIS Payment,439000.0,25,Male,Jabodetabek,Non-User,1,0
TXN-000737,BNK-0481,2025-05-26,QRIS Payment,251000.0,48,Male,Medan,Active,1,0
TXN-002482,BNK-0206,2025-05-26,Transfer Out,2717000.0,19,Male,Jabodetabek,Active,1,0
TXN-002050,BNK-0447,2025-05-26,Transfer Out,4787000.0,33,Male,Jabodetabek,Active,1,0
TXN-004629,BNK-0150,2025-05-26,QRIS Payment,157000.0,21,Male,Makassar,Inactive,1,0
TXN-003811,BNK-0192,2025-05-26,QRIS Payment,327000.0,59,Female,Bandung,Non-User,0,0
TXN-004750,BNK-0265,2025-05-26,QRIS Payment,464000.0,19,Male,Jabodetabek,Active,0,1
TXN-005336,BNK-0458,2025-05-26,QRIS Payment,27000.0,46,Male,Jabodetabek,Active,0,0
TXN-003840,BNK-0326,2025-05-26,Bill Payment,887000.0,45,Male,Jabodetabek,Active,0,0
TXN-002022,BNK-0108,2025-05-26,Transfer Out,4254000.0,50,Female,Jabodetabek,Inactive,1,0
TXN-004349,BNK-0025,2025-05-27,QRIS Payment,137000.0,50,Male,Surabaya,Inactive,1,0
TXN-002885,BNK-0443,2025-05-27,QRIS Payment,391000.0,42,Male,Bandung,Active,0,0
TXN-001492,BNK-0426,2025-05-27,Bill Payment,545000.0,59,Male,Jabodetabek,Inactive,0,0
TXN-002802,BNK-0421,2025-05-27,QRIS Payment,140000.0,64,Male,Surabaya,Active,0,0
TXN-005361,BNK-0013,2025-05-27,QRIS Payment,229000.0,53,Male,Jabodetabek,Active,0,0
TXN-004045,BNK-0131,2025-05-27,QRIS Payment,145000.0,54,Male,Jabodetabek,Active,0,0
TXN-001178,BNK-0209,2025-05-27,Transfer Out,1932000.0,40,Female,Jabodetabek,Active,0,0
TXN-000947,BNK-0313,2025-05-27,QRIS Payment,482000.0,39,Male,Surabaya,Inactive,1,0
TXN-003134,BNK-0282,2025-05-27,QRIS Payment,350000.0,25,Male,Surabaya,Inactive,0,0
TXN-004784,BNK-0219,2025-05-27,QRIS Payment,171000.0,23,Male,Bandung,Active,1,1
TXN-004267,BNK-0008,2025-05-27,Bill Payment,982000.0,36,Male,Makassar,Active,0,0
TXN-001844,BNK-0031,2025-05-27,Transfer Out,2495000.0,59,Male,Medan,Active,0,0
TXN-000343,BNK-0218,2025-05-27,QRIS Payment,22000.0,49,Male,Makassar,Active,0,0
TXN-001598,BNK-0351,2025-05-27,QRIS Payment,271000.0,40,Male,Jabodetabek,Inactive,1,0
TXN-004560,BNK-0377,2025-05-28,QRIS Payment,98000.0,46,Male,Makassar,Active,1,0
TXN-002192,BNK-0175,2025-05-28,QRIS Payment,255000.0,28,Female,Jabodetabek,Active,1,0
TXN-000767,BNK-0017,2025-05-28,Bill Payment,671000.0,39,Female,Jabodetabek,Active,1,0
TXN-005477,BNK-0150,2025-05-28,QRIS Payment,457000.0,21,Male,Makassar,Inactive,1,0
TXN-001454,BNK-0422,2025-05-28,QRIS Payment,467000.0,52,Male,Jabodetabek,Inactive,1,0
TXN-004390,BNK-0194,2025-05-28,ATM Withdrawal,1283000.0,41,Male,Jabodetabek,Active,0,0
TXN-005761,BNK-0311,2025-05-28,QRIS Payment,50000.0,29,Male,Surabaya,Non-User,1,0
TXN-001154,BNK-0277,2025-05-28,Transfer Out,1397000.0,37,Male,Jabodetabek,Non-User,1,0
TXN-004871,BNK-0036,2025-05-28,QRIS Payment,370000.0,61,Male,Medan,Active,1,1
TXN-005198,BNK-0239,2025-05-28,QRIS Payment,177000.0,53,Male,Jabodetabek,Active,0,0
TXN-003544,BNK-0264,2025-05-29,QRIS Payment,354000.0,43,Male,Surabaya,Inactive,0,0
TXN-002761,BNK-0001,2025-05-29,QRIS Payment,270000.0,56,Male,Jabodetabek,Inactive,1,0
TXN-005668,BNK-0433,2025-05-29,Bill Payment,1113000.0,54,Male,Bandung,Active,1,0
TXN-005457,BNK-0129,2025-05-29,Transfer Out,3861000.0,18,Male,Bandung,Active,0,0
TXN-005499,BNK-0216,2025-05-29,QRIS Payment,395000.0,61,Female,Surabaya,Inactive,0,0
TXN-000769,BNK-0269,2025-05-29,Transfer Out,651000.0,54,Female,Bandung,Inactive,1,0
TXN-002714,BNK-0164,2025-05-29,Transfer Out,2787000.0,45,Male,Jabodetabek,Active,1,0
TXN-005403,BNK-0094,2025-05-29,Transfer Out,4593000.0,18,Female,Jabodetabek,Non-User,0,1
TXN-005057,BNK-0134,2025-05-29,Bill Payment,1335000.0,20,Male,Jabodetabek,Inactive,0,0
TXN-002413,BNK-0060,2025-05-29,Transfer Out,732000.0,53,Female,Jabodetabek,Active,1,1
